acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
-0.356,0.314,0.855,1.995,-5.862,0.122,cleaning
-0.354,0.304,0.852,1.995,-5.862,0.122,cleaning
-0.354,0.304,0.852,2.345,-5.075,-0.07,cleaning
-0.359,0.307,0.856,2.345,-5.075,-0.07,cleaning
-0.359,0.307,0.856,2.537,-4.48,-0.035,cleaning
-0.36,0.304,0.852,2.537,-4.48,-0.035,cleaning
-0.36,0.304,0.852,2.8,-4.13,-0.21,cleaning
-0.356,0.31,0.849,2.8,-4.13,-0.21,cleaning
-0.356,0.31,0.849,2.765,-3.99,-0.07,cleaning
-0.355,0.308,0.849,2.765,-3.99,-0.07,cleaning
-0.351,0.312,0.853,2.572,-4.165,-0.262,cleaning
-0.354,0.314,0.858,2.572,-4.165,-0.262,cleaning
-0.354,0.314,0.858,2.362,-4.095,-0.332,cleaning
-0.354,0.311,0.851,2.362,-4.095,-0.332,cleaning
-0.354,0.311,0.851,2.345,-4.147,-0.332,cleaning
-0.356,0.31,0.849,2.345,-4.147,-0.332,cleaning
-0.356,0.31,0.849,2.537,-3.587,-0.157,cleaning
-0.353,0.309,0.846,2.537,-3.587,-0.157,cleaning
-0.353,0.309,0.846,2.572,-3.43,-0.192,cleaning
-0.355,0.315,0.849,2.572,-3.43,-0.192,cleaning
-0.355,0.315,0.849,2.537,-3.762,-0.297,cleaning
-0.355,0.315,0.854,2.537,-3.762,-0.297,cleaning
-0.355,0.315,0.854,2.642,-3.78,-0.245,cleaning
-0.355,0.312,0.854,2.642,-3.78,-0.245,cleaning
-0.355,0.312,0.854,2.8,-3.605,-0.192,cleaning
-0.352,0.311,0.849,2.8,-3.605,-0.192,cleaning
-0.352,0.311,0.849,3.115,-3.465,-0.087,cleaning
-0.351,0.316,0.845,3.115,-3.465,-0.087,cleaning
-0.346,0.329,0.845,3.115,-3.465,-0.087,cleaning
-0.346,0.329,0.845,3.482,-2.992,0.63,cleaning
-0.351,0.318,0.852,3.482,-2.992,0.63,cleaning
-0.351,0.318,0.852,3.482,-3.64,1.26,cleaning
-0.348,0.312,0.847,3.482,-3.64,1.26,cleaning
-0.348,0.312,0.847,3.605,-3.43,1.242,cleaning
-0.355,0.317,0.85,3.605,-3.43,1.242,cleaning
-0.355,0.317,0.85,3.832,-2.852,1.487,cleaning
-0.354,0.313,0.848,3.832,-2.852,1.487,cleaning
-0.354,0.313,0.848,3.972,-3.045,1.487,cleaning
-0.354,0.31,0.851,3.972,-3.045,1.487,cleaning
-0.354,0.31,0.851,4.147,-2.765,1.33,cleaning
-0.351,0.309,0.851,4.147,-2.765,1.33,cleaning
-0.351,0.309,0.851,4.165,-2.397,1.137,cleaning
-0.347,0.313,0.855,4.165,-2.397,1.137,cleaning
-0.347,0.313,0.855,4.06,-2.082,0.927,cleaning
-0.346,0.323,0.856,4.06,-2.082,0.927,cleaning
